,reviews,date
368,A nightmare out of Johannesburg on 16th April. Flight due to take off at 13.20 at 13.45 the Captain announced 9 passengers needed to disembark the aircraft in order to balance the load. A few passengers opted for the US$500 voucher in exchange for disembarking. However an hour later the aircraft hadn't moved. Chief FA then informs passengers that another 10 passengers have to be offloaded. Eventually all passengers had to disembark the aircraft and re-board so calculations could be reconciled with the regulations. At 16.30 after a frustrating 3 hour wait I voluntarily disembarked was taken to the baggage hall to collect my bag only to find all passengers’ baggage had not even been loaded onto the aircraft. Staff lied and tried to pass the buck at every opportunity. I have now been rebooked on 17th April and am not expecting a better show from KQ.,24th April 2012
369,Heathrow to Harare return. Outbound flight was okay with no delays and the flight was comfortable. Return flight was a nightmare we were delayed twice - once in Harare and Nairobi with no explanation for the delays.,20th April 2012
370,Nairobi to Lagos. Boarding procedures unpleasant sat in a window seat with a passenger next to me who had little appreciation of personal space and who loved what I was watching on my iPad. Food was great; took 3 requests to get a drink after food service finished. Would see if I could afford business class next time.,2nd April 2012
371,Have had very poor experiences in the past but Kenya Airways seems to be stepping up their game. Recent flights to Juba Addis Kigali Maputo and Joburg were all on time seats/planes were ok (new Embraer's are great) and service very good. Staff are almost always polite.,29th March 2012
372,Helpful crew but awful aeroplanes on LHR-NBO route in contrast to those internally used between Nairobi/Entebbe/Nairobi and Mombassa. Charming staff wheelchaired me onto flight from Entebbe to Nairobi and did the same to catch a plane on to Mombassa. Ground staff at Mombassa failed to explain luggage was ticketed through to LHR while of course on arrival in Kenya luggage is collected and then reinserted for an internal flight. Onboard 40f did not recline and the video did not work. A seat change produced a screen that worked and earphones with insufficient output to listen to the film. Misery on long flights.,16th March 2012
373,Fight from Kigali to Nairobi cancelled they gave me a flight the next day meaning I had to spend 24 hours in Kigali which I was transiting through. I missed two connections (Paris and Washington DC). They put me on a flight that required 8 hrs layover in Nairobi and refused to offer lounge access. The seat they gave me was by the exit arm rest was removed and I had to hold the tray table on my knees every time I needed it. A huge 767 no entertainment system. Food was as terrible as the service.,14th March 2012
374,Heathrow to Nairobi return. On time in both directions. Food OK going out but poor on return. IFE not working on outward journey. The B777 was very stuffy and with poor seats it was difficult to sleep. BA does this flight better.,9th March 2012
375,Heathrow to Nairobi return. On time in both directions. Food OK going out but poor on return. IFE not working on outward journey. The B777 was very stuffy and with poor seats it was difficult to sleep. BA does this flight better.,9th March 2012
376,When our flight was delayed due to the snow 3 weeks ago Kenya Airways couldn't have been more helpful. We were given breakfast and lunch vouchers a room in a hotel until we were able to fly later on in the day and buses were laid on to ferry us backwards and forwards from the terminal. Staff were courteous and helpful.,2nd March 2012
377,Heathrow to Nairobi return. Business cabin comfortable and food good. Staff charming and helpful. Cabin can get very stuffy. Daylight flight preferable. Very happy to travel KA again.,2nd March 2012
378,Five of us travelled from Nairobi to Mombassa return. What can you say about a 45 mins flight take off seat ok drink served with polite crew.,27th February 2012
379,LHR-NBO return. Economy in uncomfortable and cramped seats that made sleep impossible. In different seats for outward and inbound flights but inflight entertainment system was broken on both legs. B777 fairly modern but worn buttons on the entertainment system suggested it had been broken for some time. Cabin staff promised to come back but never did. Later used crew call button but this was ignored. Food was poor with breakfast just a bread roll and jam. Cramped hot and stuffy Nairobi airport wasn't much fun either.,27th February 2012
380,Have returned recently from Mombassa - outbound journey not as bad as last year. Seats still very uncomfortable. Internal flights via Nairobi to Mombassa - crew were helpful and happy. Not so on our night flight back to the UK crew rude and unhelpful. Inedible food.,24th February 2012
381,Comoros (HAH) to Johannesburg (JNB) via Nairobi (NBO). A terrible experience - firstly check-in in Comoros is chaotic. Secondly I and about 6 others were downgraded from Business to Economy Class without apology or explanation. Thirdly I and the other downgraded passengers had to search around the crowded economy cabin to find a spare seat - cabin crew did not show any interest sympathy and did not help.,22nd February 2012
